"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
28486,9,19,1998,12,"PP","M",21,11,"Chaetodipus","penicillatus","Rodent","Control"
30389,2,6,2000,9,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
6362,8,15,1982,17,"DM","F",35,35,"Dipodomys","merriami","Rodent","Control"
17374,4,24,1990,1,"BA","M",14,7,"Baiomys","taylori","Rodent","Spectab exclosure"
21367,2,3,1994,9,"DM","F",38,37,"Dipodomys","merriami","Rodent","Spectab exclosure"
6738,10,23,1982,12,"NL","M",31,97,"Neotoma","albigula","Rodent","Control"
24954,2,8,1997,1,"DO","M",37,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
22869,10,28,1995,19,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
34129,5,16,2002,8,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Control"
1252,9,4,1978,14,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
8208,8,15,1983,13,"NL","F",32,171,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
9013,4,9,1984,24,"DM","F",36,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
34975,11,9,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
20320,8,30,1992,8,"DM","M",33,19,"Dipodomys","merriami","Rodent","Control"
11360,4,12,1986,22,"DM","M",35,30,"Dipodomys","merriami","Rodent","Control"
27795,5,2,1998,17,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Control"
28205,7,18,1998,21,"PB","F",26,21,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
23561,3,23,1996,1,"DO","M",34,37,"Dipodomys","ordii","Rodent","Spectab exclosure"
3452,11,9,1980,1,"DS","M",52,145,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
13939,1,24,1988,11,"SH","F",27,51,"Sigmodon","hispidus","Rodent","Control"
12868,5,28,1987,24,"DM","M",36,51,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9530,9,29,1984,12,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
29502,4,18,1999,3,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
20486,10,19,1992,16,"RM","F",11,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
13388,9,26,1987,20,"DM","M",38,52,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
34258,6,15,2002,17,"PB","F",27,20,"Chaetodipus","baileyi","Rodent","Control"
30407,2,6,2000,13,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
13463,9,27,1987,2,"PE","M",20,20,"Peromyscus","eremicus","Rodent","Control"
35070,11,9,2002,24,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
17638,6,22,1990,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
28922,12,22,1998,2,"DO","F",35,43,"Dipodomys","ordii","Rodent","Control"
12609,4,6,1987,7,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
18838,7,12,1991,2,"DO","F",36,45,"Dipodomys","ordii","Rodent","Control"
19645,2,6,1992,1,"DO","M",36,36,"Dipodomys","ordii","Rodent","Spectab exclosure"
3707,1,11,1981,11,"PP","F",20,14,"Chaetodipus","penicillatus","Rodent","Control"
7319,2,26,1983,24,"OT","F",20,29,"Onychomys","torridus","Rodent","Rodent Exclosure"
5838,5,21,1982,24,"NL","M",32,127,"Neotoma","albigula","Rodent","Rodent Exclosure"
22690,9,23,1995,1,"DM","M",34,53,"Dipodomys","merriami","Rodent","Spectab exclosure"
8742,12,8,1983,20,"NL","F",32,172,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
16099,6,3,1989,24,"NL","F",33,148,"Neotoma","albigula","Rodent","Rodent Exclosure"
1107,8,4,1978,12,"DS","F",49,120,"Dipodomys","spectabilis","Rodent","Control"
20688,2,26,1993,3,"SF","F",26,61,"Sigmodon","fulviventer","Rodent","Long-term Krat Exclosure"
23911,5,23,1996,12,"DM","F",30,45,"Dipodomys","merriami","Rodent","Control"
21137,9,17,1993,15,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
11966,11,15,1986,17,"DM","M",35,48,"Dipodomys","merriami","Rodent","Control"
7239,1,13,1983,3,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
996,6,9,1978,18,"DS","F",48,136,"Dipodomys","spectabilis","Rodent","Short-term Krat Exclosure"
33035,11,17,2001,2,"DM","F",35,47,"Dipodomys","merriami","Rodent","Control"
12628,4,25,1987,19,"PE","F",19,15,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
29556,4,18,1999,15,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
7967,6,17,1983,20,"NL","F",32,150,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
33255,12,15,2001,18,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
9933,2,16,1985,12,"PE","M",19,40,"Peromyscus","eremicus","Rodent","Control"
34943,10,6,2002,14,"DM","M",35,33,"Dipodomys","merriami","Rodent","Control"
23676,4,14,1996,2,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Control"
17988,11,10,1990,7,"RM","F",17,13,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
31419,9,30,2000,17,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
32341,7,22,2001,14,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
19080,9,11,1991,13,"OT","F",21,26,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
29942,11,6,1999,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
27509,2,1,1998,4,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
25002,2,8,1997,17,"PM","F",20,22,"Peromyscus","maniculatus","Rodent","Control"
31712,1,21,2001,1,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
16314,7,4,1989,13,"RF","F",18,13,"Reithrodontomys","fulvescens","Rodent","Short-term Krat Exclosure"
24000,5,24,1996,4,"PF","F",17,8,"Perognathus","flavus","Rodent","Control"
34820,10,5,2002,12,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
30115,12,6,1999,3,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
1741,4,28,1979,9,"DS","F",49,124,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
13291,8,26,1987,2,"DO","M",36,53,"Dipodomys","ordii","Rodent","Control"
16717,11,5,1989,9,"DM","F",35,30,"Dipodomys","merriami","Rodent","Spectab exclosure"
32510,8,26,2001,6,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
16359,7,30,1989,13,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
7773,4,17,1983,4,"DS","F",49,140,"Dipodomys","spectabilis","Rodent","Control"
12731,4,26,1987,2,"PE","M",21,21,"Peromyscus","eremicus","Rodent","Control"
27913,5,28,1998,17,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
19924,4,5,1992,9,"DM","M",37,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
24218,7,20,1996,17,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
20464,10,18,1992,24,"RM","M",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
5986,6,28,1982,5,"DM","M",33,36,"Dipodomys","merriami","Rodent","Rodent Exclosure"
24801,12,18,1996,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
10994,11,16,1985,18,"DM","F",37,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
25331,3,16,1997,9,"DM","M",38,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
33742,4,16,2002,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
32475,8,25,2001,7,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
5035,11,23,1981,14,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
26205,6,11,1997,13,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
6034,6,28,1982,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
32155,6,25,2001,1,"PP","M",22,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
22048,2,4,1995,1,"DM","F",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
28683,10,24,1998,17,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
19787,3,7,1992,17,"OL","F",19,37,"Onychomys","leucogaster","Rodent","Control"
7306,1,13,1983,1,"DM","F",36,35,"Dipodomys","merriami","Rodent","Spectab exclosure"
17629,6,22,1990,4,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
30970,7,1,2000,17,"DO","M",34,51,"Dipodomys","ordii","Rodent","Control"
34244,6,15,2002,17,"PB","M",27,47,"Chaetodipus","baileyi","Rodent","Control"
18365,2,16,1991,22,"OT","F",21,23,"Onychomys","torridus","Rodent","Control"
30171,1,8,2000,2,"DO","M",36,52,"Dipodomys","ordii","Rodent","Control"
9667,10,21,1984,9,"DO","F",34,48,"Dipodomys","ordii","Rodent","Spectab exclosure"
15029,11,5,1988,6,"OL","M",21,35,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
5247,1,24,1982,18,"DM","F",35,27,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
18222,1,11,1991,18,"PF","M",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
11706,7,4,1986,1,"DM","F",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
35071,11,9,2002,24,"PE","F",19,30,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
15370,1,10,1989,21,"OT","F",21,24,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
17739,8,16,1990,12,"OL","M",21,32,"Onychomys","leucogaster","Rodent","Control"
17480,4,26,1990,3,"RM","M",18,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
10138,4,20,1985,18,"DM","M",37,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4709,7,30,1981,8,"OL","F",19,31,"Onychomys","leucogaster","Rodent","Control"
5475,2,24,1982,2,"DO","F",38,59,"Dipodomys","ordii","Rodent","Control"
14683,7,14,1988,23,"OT","M",19,24,"Onychomys","torridus","Rodent","Rodent Exclosure"
12714,4,26,1987,3,"PM","M",21,21,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
32726,9,23,2001,6,"PB","F",25,28,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
30930,7,1,2000,12,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Control"
6475,8,16,1982,14,"DM","F",33,34,"Dipodomys","merriami","Rodent","Control"
20470,10,19,1992,9,"DM","F",35,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
13702,11,21,1987,6,"DO","F",35,49,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
27298,12,28,1997,1,"DO","M",37,56,"Dipodomys","ordii","Rodent","Spectab exclosure"
11317,3,9,1986,5,"DO","F",38,56,"Dipodomys","ordii","Rodent","Rodent Exclosure"
34197,6,15,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
25920,5,11,1997,14,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
12812,5,28,1987,4,"DM","M",34,30,"Dipodomys","merriami","Rodent","Control"
29936,10,10,1999,15,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
29969,11,6,1999,18,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Short-term Krat Exclosure"
7016,11,21,1982,19,"RM","F",17,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
20159,7,4,1992,13,"OL","F",19,36,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
7770,4,17,1983,9,"DS","M",47,71,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
28238,7,18,1998,22,"PB","F",26,26,"Chaetodipus","baileyi","Rodent","Control"
10554,7,23,1985,14,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
31158,7,22,2000,24,"PB","M",25,25,"Chaetodipus","baileyi","Rodent","Rodent Exclosure"
18364,2,16,1991,2,"NL","F",33,185,"Neotoma","albigula","Rodent","Control"
20722,3,17,1993,12,"DM","M",34,42,"Dipodomys","merriami","Rodent","Control"
11294,3,9,1986,9,"DS","F",50,131,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
23302,1,28,1996,4,"DM","M",38,54,"Dipodomys","merriami","Rodent","Control"
28175,7,18,1998,24,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
22055,2,4,1995,1,"OL","F",20,25,"Onychomys","leucogaster","Rodent","Spectab exclosure"
16689,11,5,1989,4,"DM","F",35,35,"Dipodomys","merriami","Rodent","Control"
20842,5,22,1993,17,"DM","M",36,52,"Dipodomys","merriami","Rodent","Control"
7632,3,15,1983,15,"RM","F",16,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
26748,7,30,1997,8,"DO","F",38,47,"Dipodomys","ordii","Rodent","Control"
21376,2,3,1994,11,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
24779,11,17,1996,3,"DO","F",35,45,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
9881,1,20,1985,8,"DO","F",34,41,"Dipodomys","ordii","Rodent","Control"
19326,11,15,1991,6,"DM","M",37,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
18691,5,14,1991,8,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
33931,4,17,2002,17,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
23940,5,23,1996,17,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
2433,2,24,1980,12,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
19740,2,8,1992,13,"PE","F",20,25,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
26974,10,25,1997,21,"OT","F",19,25,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
16107,6,3,1989,19,"PM","M",22,20,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
28964,12,22,1998,22,"OT","M",20,29,"Onychomys","torridus","Rodent","Control"
21573,5,18,1994,21,"PF","M",17,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
16192,6,4,1989,14,"NL","M",33,104,"Neotoma","albigula","Rodent","Control"
31395,9,30,2000,12,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
1750,4,28,1979,17,"DO","F",34,51,"Dipodomys","ordii","Rodent","Control"
1269,9,4,1978,2,"DM","F",38,41,"Dipodomys","merriami","Rodent","Control"
12496,4,4,1987,20,"DM","M",34,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
25028,2,9,1997,14,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
31067,7,2,2000,14,"PP","M",20,17,"Chaetodipus","penicillatus","Rodent","Control"
29553,4,18,1999,14,"DM","M",36,22,"Dipodomys","merriami","Rodent","Control"
27282,11,22,1997,12,"NL","F",32,122,"Neotoma","albigula","Rodent","Control"
2836,4,17,1980,10,"OT","F",17,10,"Onychomys","torridus","Rodent","Rodent Exclosure"
35320,12,8,2002,6,"OT","F",20,24,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
24770,11,17,1996,8,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
31213,8,25,2000,2,"OT","F",21,32,"Onychomys","torridus","Rodent","Control"
13260,8,26,1987,15,"RM","F",16,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
6527,9,18,1982,1,"OT","F",21,24,"Onychomys","torridus","Rodent","Spectab exclosure"
28021,6,27,1998,17,"DM","M",39,47,"Dipodomys","merriami","Rodent","Control"
11348,4,12,1986,12,"DS","M",48,120,"Dipodomys","spectabilis","Rodent","Control"
27801,5,3,1998,15,"PL","M",21,22,"Peromyscus","leucopus","Rodent","Long-term Krat Exclosure"
34638,7,14,2002,14,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Control"
16878,12,5,1989,8,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
3431,11,8,1980,20,"DM","M",37,35,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
824,4,10,1978,12,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
32547,8,26,2001,8,"OT","M",21,22,"Onychomys","torridus","Rodent","Control"
18394,2,17,1991,11,"OL","M",20,30,"Onychomys","leucogaster","Rodent","Control"
20462,10,18,1992,2,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
24879,12,19,1996,3,"DO","F",34,53,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
19249,11,13,1991,19,"BA","M",12,8,"Baiomys","taylori","Rodent","Long-term Krat Exclosure"
21413,2,21,1994,21,"PF","F",18,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
30509,3,5,2000,4,"DM","F",33,41,"Dipodomys","merriami","Rodent","Control"
35174,11,10,2002,15,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
11530,5,11,1986,9,"DM","M",37,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
20020,5,30,1992,2,"OT","M",19,16,"Onychomys","torridus","Rodent","Control"
7563,3,15,1983,1,"DO","F",34,52,"Dipodomys","ordii","Rodent","Spectab exclosure"
21634,6,14,1994,18,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
158,9,11,1977,22,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
22554,8,26,1995,1,"DM","F",36,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
15018,10,9,1988,8,"DM","F",34,25,"Dipodomys","merriami","Rodent","Control"
31292,8,26,2000,4,"PB","M",27,29,"Chaetodipus","baileyi","Rodent","Control"
10105,3,17,1985,9,"DS","M",47,96,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
23373,2,24,1996,1,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Spectab exclosure"
4503,6,4,1981,5,"DS","M",49,103,"Dipodomys","spectabilis","Rodent","Rodent Exclosure"
9542,9,29,1984,12,"DM","F",35,34,"Dipodomys","merriami","Rodent","Control"
23689,4,14,1996,22,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
12330,3,1,1987,6,"DO","F",35,42,"Dipodomys","ordii","Rodent","Short-term Krat Exclosure"
18260,1,12,1991,15,"RM","F",17,13,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
24691,11,16,1996,1,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Spectab exclosure"
18370,2,16,1991,1,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
20369,9,26,1992,1,"DO","F",34,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
861,5,17,1978,21,"OL","F",19,29,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
25675,4,13,1997,11,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Control"
24184,7,20,1996,7,"PP","F",24,22,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
5314,1,25,1982,17,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Control"
5575,3,29,1982,20,"DM","F",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1737,4,28,1979,9,"DS","F",44,51,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
21920,11,2,1994,9,"DM","M",36,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
35417,12,29,2002,19,"SF","M",25,45,"Sigmodon","fulviventer","Rodent","Long-term Krat Exclosure"
3716,1,11,1981,22,"DS","F",48,136,"Dipodomys","spectabilis","Rodent","Control"
13908,1,23,1988,6,"PE","F",21,26,"Peromyscus","eremicus","Rodent","Short-term Krat Exclosure"
34621,7,14,2002,8,"PP","F",22,12,"Chaetodipus","penicillatus","Rodent","Control"
20214,7,31,1992,11,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
17731,7,22,1990,9,"DM","F",37,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
11581,6,4,1986,17,"NL","F",33,182,"Neotoma","albigula","Rodent","Control"
33717,3,14,2002,13,"PF","M",15,7,"Perognathus","flavus","Rodent","Short-term Krat Exclosure"
32338,7,22,2001,14,"DO","M",38,45,"Dipodomys","ordii","Rodent","Control"
16873,12,5,1989,8,"DO","M",37,51,"Dipodomys","ordii","Rodent","Control"
35251,12,7,2002,22,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Control"
30259,1,10,2000,8,"PB","M",24,37,"Chaetodipus","baileyi","Rodent","Control"
13248,8,25,1987,20,"DM","M",37,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
14155,2,22,1988,2,"DO","F",37,44,"Dipodomys","ordii","Rodent","Control"
13392,9,26,1987,6,"PP","F",21,15,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
9974,2,16,1985,6,"DM","M",47,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
10451,6,15,1985,18,"DM","F",34,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
28995,12,23,1998,9,"DM","F",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
19532,12,8,1991,13,"OL","M",21,23,"Onychomys","leucogaster","Rodent","Short-term Krat Exclosure"
288,10,17,1977,17,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
1861,7,3,1979,9,"DS","F",46,96,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
1914,7,24,1979,20,"NL","F",30,116,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
9506,8,26,1984,15,"NL","M",34,216,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
12898,6,30,1987,12,"DO","F",35,53,"Dipodomys","ordii","Rodent","Control"
23070,12,3,1995,14,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
21853,10,13,1994,14,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
32512,8,26,2001,6,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
15921,4,2,1989,20,"RF","F",17,13,"Reithrodontomys","fulvescens","Rodent","Short-term Krat Exclosure"
12424,3,2,1987,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
21529,4,11,1994,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
21037,8,19,1993,1,"DM","F",34,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
5402,2,23,1982,6,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Short-term Krat Exclosure"
11293,3,9,1986,11,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
21470,3,12,1994,13,"DM","M",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
21722,8,17,1994,7,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Rodent Exclosure"
9918,1,20,1985,11,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
34161,5,16,2002,14,"DM","F",35,37,"Dipodomys","merriami","Rodent","Control"
6574,9,18,1982,9,"DS","M",52,125,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
22528,7,21,1995,9,"DM","M",35,34,"Dipodomys","merriami","Rodent","Spectab exclosure"
17380,4,24,1990,22,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
1946,7,26,1979,15,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
12929,6,30,1987,18,"OT","F",19,16,"Onychomys","torridus","Rodent","Short-term Krat Exclosure"
26449,7,9,1997,3,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
1123,8,4,1978,17,"DM","F",33,44,"Dipodomys","merriami","Rodent","Control"
13742,11,22,1987,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
25393,3,16,1997,4,"DM","M",39,52,"Dipodomys","merriami","Rodent","Control"
9228,5,27,1984,17,"NL","F",31,98,"Neotoma","albigula","Rodent","Control"
29377,3,15,1999,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
5868,5,21,1982,18,"DM","F",36,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3256,9,7,1980,20,"PP","F",21,9,"Chaetodipus","penicillatus","Rodent","Short-term Krat Exclosure"
1399,11,4,1978,12,"DS","F",50,116,"Dipodomys","spectabilis","Rodent","Control"
5740,4,28,1982,17,"NL","F",32,146,"Neotoma","albigula","Rodent","Control"
8418,9,11,1983,9,"DM","F",34,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
27882,5,28,1998,22,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
13245,8,25,1987,21,"NL","F",32,150,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
26504,7,9,1997,15,"PM","F",21,22,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
29072,1,16,1999,22,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
10054,3,16,1985,22,"OT","M",16,17,"Onychomys","torridus","Rodent","Control"
1674,3,31,1979,13,"DM","F",36,37,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
26066,6,10,1997,10,"PM","F",21,16,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
5508,3,29,1982,22,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Control"
13652,11,21,1987,20,"DM","F",37,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
30308,2,5,2000,2,"NL","F",31,144,"Neotoma","albigula","Rodent","Control"
8563,11,12,1983,12,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
7799,5,14,1983,14,"DS","M",49,119,"Dipodomys","spectabilis","Rodent","Control"
8950,3,13,1984,3,"OL","M",22,42,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
21974,12,5,1994,8,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
17780,8,17,1990,9,"DM","F",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
16868,12,5,1989,5,"RM","M",17,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
22079,2,5,1995,14,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
35231,12,7,2002,18,"NL","F",32,154,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
12327,3,1,1987,12,"RM","M",16,11,"Reithrodontomys","megalotis","Rodent","Control"
15302,12,14,1988,2,"NL","M",35,248,"Neotoma","albigula","Rodent","Control"
13294,8,26,1987,4,"DM","M",33,29,"Dipodomys","merriami","Rodent","Control"
4567,6,5,1981,12,"PE","M",21,21,"Peromyscus","eremicus","Rodent","Control"
8200,8,15,1983,20,"DM","F",35,30,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
31089,7,2,2000,10,"OT","M",19,15,"Onychomys","torridus","Rodent","Rodent Exclosure"
11625,6,5,1986,3,"OT","M",20,21,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
13712,11,21,1987,12,"RM","F",17,8,"Reithrodontomys","megalotis","Rodent","Control"
9971,2,16,1985,16,"DM","M",35,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9419,8,1,1984,9,"PP","F",19,9,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
10517,6,16,1985,2,"DM","F",32,15,"Dipodomys","merriami","Rodent","Control"
